year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2013,06,New Jersey,8460,4394,12855,7905,5365,13270
2013,06,New Mexico,4871,4239,9110,5634,5541,11175
2013,06,New York,8098,11579,19677,9103,17101,26204
2013,06,North Carolina,847,10900,11747,1023,17297,18321
2013,06,North Dakota,1425,2782,4206,1880,4127,6007
2013,06,Ohio,23979,17240,41219,32036,25053,57089
2013,06,Oklahoma,11109,9460,20569,14064,14448,28512
2013,06,Oregon,10077,8887,18964,11650,11610,23260
2013,06,Pennsylvania,22,50070,50092,27,66396,66422
2013,06,Puerto Rico,1481,305,1785,1434,299,1733
2013,06,Rhode Island,1092,860,1953,1326,1043,2369
2013,06,South Carolina,7066,4858,11924,9262,8506,17768
2013,06,South Dakota,2052,2967,5018,2704,4846,7550
2013,06,Tennessee,16667,12426,29093,21140,19089,40230
2013,06,Texas,39748,35795,75544,47296,53838,101134
2013,06,United States,449778,448131,897909,548277,656478,1204754
2013,06,Utah,2709,3196,5905,3571,4631,8202
2013,06,Vermont,1047,1096,2143,1300,1675,2975
2013,06,Virgin Islands,36,2,39,,,
2013,06,Virginia,17826,13831,31657,22624,20414,43038
2013,06,Washington,14483,11510,25993,16899,14799,31698
2013,06,West Virginia,6170,6247,12417,7995,10215,18209
2013,06,Wisconsin,9516,8329,17845,12561,13879,26440
2013,06,Wyoming,1896,2115,4012,2287,2736,5024
2013,07,Alabama,13871,13848,27719,16958,19528,36486
2013,07,Alaska,2704,3094,5798,3113,3833,6946
2013,07,Arizona,9718,7373,17092,11806,9795,21601
2013,07,Arkansas,4695,4866,9561,6240,8285,14525
2013,07,California,32484,34720,67204,37358,43378,80736
2013,07,Colorado,13644,10906,24551,15785,14199,29984
2013,07,Connecticut,5114,2747,7861,5921,3834,9755
2013,07,Delaware,1339,903,2242,1676,1326,3002
2013,07,District of Columbia,34,2,36,31,,31
2013,07,Florida,39126,22032,61158,44546,29469,74015
2013,07,Georgia,10202,7577,17779,13298,12678,25976
2013,07,Guam,65,48,113,69,52,121
2013,07,Hawaii,0,0,0,,,
2013,07,Idaho,2325,3322,5647,3100,5070,8169
2013,07,Illinois,18361,12198,30559,22276,16954,39230
2013,07,Indiana,14048,10824,24872,18590,16364,34954
2013,07,Iowa,91,1764,1856,154,3253,3407
2013,07,Kansas,5589,5081,10670,7160,8214,15374
2013,07,Kentucky,7523,7235,14758,10002,11722,21724
2013,07,Louisiana,10402,9298,19700,12453,15191,27644
2013,07,Maine,2604,3137,5741,3346,4577,7923
2013,07,Mariana Islands,0,0,0,,,
2013,07,Maryland,7206,5910,13116,8713,8545,17258
2013,07,Massachusetts,4855,2662,7517,5821,3560,9381
2013,07,Michigan,8288,8059,16347,10714,13157,23871
2013,07,Minnesota,7964,8328,16292,10650,13341,23991
2013,07,Mississippi,6115,4832,10947,7843,8483,16326
2013,07,Missouri,16872,11882,28754,21412,18581,39994
2013,07,Montana,2845,4002,6846,3325,5432,8757
2013,07,Nebraska,90,1597,1687,124,2830,2954
2013,07,Nevada,4247,3245,7492,5176,4304,9480
2013,07,New Hampshire,3618,2907,6525,4507,3803,8310
2013,07,New Jersey,7181,3513,10694,7329,4453,11782
2013,07,New Mexico,5000,4195,9195,5989,5513,11502
2013,07,New York,8442,10804,19247,9454,16834,26288
2013,07,North Carolina,818,10769,11587,1014,17577,18592
2013,07,North Dakota,1380,2558,3938,1840,3897,5737
2013,07,Ohio,24174,17098,41272,31468,24314,55782
2013,07,Oklahoma,11938,9582,21520,14908,14346,29254
2013,07,Oregon,9225,8185,17410,11595,11587,23182
2013,07,Pennsylvania,21,47430,47451,26,63505,63531
2013,07,Puerto Rico,1238,258,1496,1311,250,1561
2013,07,Rhode Island,978,844,1822,1225,1109,2335
2013,07,South Carolina,6914,5103,12016,9697,8099,17796
2013,07,South Dakota,1954,2922,4875,2615,4703,7318
2013,07,Tennessee,17589,12711,30300,21742,18543,40285
2013,07,Texas,41008,34942,75950,51290,51138,102428
2013,07,United States,445891,430304,876194,551511,610863,1162374
2013,07,Utah,2500,3016,5516,3560,4667,8227
2013,07,Vermont,994,1110,2104,1264,1654,2918
2013,07,Virgin Islands,28,6,33,,,
2013,07,Virginia,17335,13827,31162,19321,18406,37727
2013,07,Washington,13399,10388,23788,16763,14388,31151
2013,07,West Virginia,6263,6067,12330,8132,9717,17849
2013,07,Wisconsin,9699,8625,18324,12288,14154,26442
2013,07,Wyoming,1773,1949,3722,2279,2645,4924
2013,08,Alabama,16498,15499,31997,18199,18117,36316
2013,08,Alaska,3213,4406,7619,3447,3924,7371
2013,08,Arizona,11343,9812,21155,12780,10400,23180
2013,08,Arkansas,5193,7088,12282,6310,8781,15091
2013,08,California,34122,43971,78093,37162,45567,82729
2013,08,Colorado,14913,14189,29102,16967,15050,32016
2013,08,Connecticut,5686,3577,9263,6129,4021,10150
2013,08,Delaware,1373,1192,2565,1638,1440,3078
2013,08,District of Columbia,36,3,40,34,,34
2013,08,Florida,41110,24037,65148,44630,28596,73226
2013,08,Georgia,11672,10293,21965,13593,12594,26187
2013,08,Guam,69,47,117,75,50,125
2013,08,Hawaii,0,0,0,,,
2013,08,Idaho,2910,4821,7731,3372,5290,8662
2013,08,Illinois,18755,14989,33744,21608,16265,37872
2013,08,Indiana,16294,14656,30951,19012,16399,35411
2013,08,Iowa,248,2773,3021,348,3615,3962
2013,08,Kansas,5609,6741,12350,6876,7908,14784
2013,08,Kentucky,8582,9915,18498,10550,12235,22785
2013,08,Louisiana,11872,13849,25721,12738,15102,27840
2013,08,Maine,2990,4198,7187,3414,4579,7993
2013,08,Mariana Islands,0,0,0,,,
2013,08,Maryland,8504,7473,15978,9135,8772,17907
2013,08,Massachusetts,5526,3562,9088,5658,3650,9308
2013,08,Michigan,8731,11988,20718,10528,13115,23644
2013,08,Minnesota,8807,13661,22468,10336,13383,23719
2013,08,Mississippi,7213,8215,15428,7731,9273,17005
2013,08,Missouri,19205,17039,36244,21427,19131,40558
2013,08,Montana,3656,5660,9316,3753,5985,9738
2013,08,Nebraska,103,2299,2402,117,2719,2836
2013,08,Nevada,4576,3773,8349,5152,4284,9435
2013,08,New Hampshire,4205,3510,7715,4723,3809,8532
2013,08,New Jersey,6640,3994,10634,7110,4456,11567
2013,08,New Mexico,5316,4942,10259,5740,5492,11232
2013,08,New York,8466,14416,22881,9625,16905,26530
2013,08,North Carolina,1476,14931,16408,1689,17454,19144
2013,08,North Dakota,1608,3550,5158,1882,3896,5778
2013,08,Ohio,25020,19359,44378,30779,23424,54204
2013,08,Oklahoma,13035,12687,25722,14846,14331,29176
2013,08,Oregon,10221,10116,20337,12057,12249,24306
2013,08,Pennsylvania,32,57902,57934,34,64681,64715
2013,08,Puerto Rico,1450,258,1708,1432,218,1650
2013,08,Rhode Island,1037,871,1909,1203,991,2194
2013,08,South Carolina,7975,7563,15538,9660,8270,17930
2013,08,South Dakota,2177,4132,6308,2535,4689,7224
2013,08,Tennessee,18946,16456,35402,21538,18004,39542
2013,08,Texas,44810,52468,97277,51638,52559,104198
2013,08,United States,489665,565602,1055267,554928,616071,1171000
2013,08,Utah,2770,3705,6475,3537,4642,8179
2013,08,Vermont,1134,1420,2554,1336,1676,3012
2013,08,Virgin Islands,22,9,31,,,
2013,08,Virginia,19133,16432,35565,22135,19513,41649
2013,08,Washington,15139,13398,28537,17718,15390,33108
2013,08,West Virginia,7062,7976,15038,8382,9761,18143
2013,08,Wisconsin,11155,13200,24355,12949,14064,27013
2013,08,Wyoming,2026,2582,4608,2310,2799,5109
2013,09,Alabama,13224,15062,28286,16514,17095,33609
2013,09,Alaska,2537,3550,6086,3204,3623,6826
2013,09,Arizona,9746,8829,18575,11578,9254,20832
2013,09,Arkansas,4470,7220,11691,5633,7695,13329
2013,09,California,30164,43012,73176,35988,48612,84599
2013,09,Colorado,14942,14894,29836,17571,15328,32900
2013,09,Connecticut,5114,4245,9359,6031,4425,10457
2013,09,Delaware,1273,1239,2511,1593,1378,2971
2013,09,District of Columbia,36,3,40,32,,32
2013,09,Florida,36539,24383,60921,42658,27662,70320
2013,09,Georgia,9687,10316,20002,12388,11695,24083
2013,09,Guam,61,34,95,67,36,103
2013,09,Hawaii,0,0,0,,,
2013,09,Idaho,2523,5244,7767,2953,4847,7800
2013,09,Illinois,16379,14963,31342,19760,16194,35954
2013,09,Indiana,14878,14875,29753,18889,16267,35155
2013,09,Iowa,175,3489,3664,213,3693,3905
2013,09,Kansas,4710,6827,11537,6320,7667,13986
2013,09,Kentucky,7413,9078,16491,9532,10415,19947
2013,09,Louisiana,11948,18275,30224,11813,13997,25810
2013,09,Maine,3027,5545,8572,3267,4446,7712
2013,09,Mariana Islands,0,1,1,,,
2013,09,Maryland,41879,10922,52801,51056,12298,63354
2013,09,Massachusetts,4642,3023,7665,5520,3344,8864
2013,09,Michigan,8813,15010,23823,10719,13313,24032
2013,09,Minnesota,8340,18086,26426,9810,12942,22752
2013,09,Mississippi,5619,7442,13060,7412,8487,15900
2013,09,Missouri,16358,16530,32888,19994,18214,38208
2013,09,Montana,2750,5667,8417,3057,5079,8135
2013,09,Nebraska,80,2487,2567,104,2613,2717
2013,09,Nevada,3945,3671,7615,4725,4117,8842
2013,09,New Hampshire,3909,3692,7601,4488,3640,8128
2013,09,New Jersey,5199,3508,8706,6028,4120,10148
2013,09,New Mexico,4553,4711,9264,5493,5104,10597
2013,09,New York,8067,18633,26700,9389,16856,26245
2013,09,North Carolina,867,14036,14903,1040,16088,17127
2013,09,North Dakota,1706,4680,6387,1981,3963,5944
2013,09,Ohio,23673,21051,44724,29429,23760,53189
2013,09,Oklahoma,10325,11802,22126,13202,13376,26578
2013,09,Oregon,9714,11950,21664,11319,11502,22820
2013,09,Pennsylvania,18,57960,57978,22,62409,62431
2013,09,Puerto Rico,1305,322,1627,1370,287,1657
2013,09,Rhode Island,972,924,1896,1109,1032,2141
2013,09,South Carolina,6442,6805,13246,8457,7404,15862
2013,09,South Dakota,2152,5037,7189,2550,4605,7155
2013,09,Tennessee,16977,15981,32958,20566,17836,38402
2013,09,Texas,39400,52469,91869,49483,48883,98366
2013,09,United States,472338,593241,1065579,553898,591589,1145486
2013,09,Utah,2650,4289,6939,3292,4403,7695
2013,09,Vermont,1269,1775,3045,1423,1578,3001
2013,09,Virgin Islands,20,4,24,,,
2013,09,Virginia,17547,18473,36021,20691,19906,40597
2013,09,Washington,13629,13405,27034,16412,13874,30286
2013,09,West Virginia,6276,9067,15343,7760,9370,17129
2013,09,Wisconsin,12612,16077,28688,14336,14255,28590
2013,09,Wyoming,1785,2669,4454,2087,2531,4618
2013,10,Alabama,14267,17841,32108,16933,17436,34369
2013,10,Alaska,3620,4695,8315,2910,3523,6433
2013,10,Arizona,10124,9058,19183,11441,9370,20811
2013,10,Arkansas,4741,9967,14708,5580,7884,13464
2013,10,California,33762,41595,75358,34431,41765,76196
2013,10,Colorado,15672,16507,32178,17250,15243,32493
2013,10,Connecticut,4756,3546,8303,5220,3043,8263
2013,10,Delaware,1555,1544,3100,1681,1384,3065
2013,10,District of Columbia,38,1,40,33,,33
2013,10,Florida,39044,27242,66286,41934,27368,69302
2013,10,Georgia,10932,13776,24708,12825,11856,24681
2013,10,Guam,76,59,135,73,51,124
2013,10,Hawaii,0,0,0,,,
2013,10,Idaho,2588,5591,8180,2983,4765,7748
2013,10,Illinois,19610,16352,35961,21735,15541,37277
2013,10,Indiana,16765,16713,33478,18565,15578,34143
2013,10,Iowa,240,4072,4312,245,3393,3639
2013,10,Kansas,5836,8092,13927,6349,7564,13912
2013,10,Kentucky,8141,11750,19891,9360,10246,19607
2013,10,Louisiana,10410,17505,27916,11737,14208,25945
2013,10,Maine,3126,7202,10328,3031,4160,7191
2013,10,Mariana Islands,0,2,2,,,
2013,10,Maryland,14805,6577,21382,16156,5789,21945
2013,10,Massachusetts,5477,3678,9155,5763,3404,9167
2013,10,Michigan,9063,15756,24819,9796,12759,22555
2013,10,Minnesota,8880,19334,28214,9416,12482,21898
2013,10,Mississippi,6441,9469,15909,7580,8443,16023
2013,10,Missouri,17858,21593,39452,19049,17753,36802
2013,10,Montana,2874,6992,9866,3154,4999,8153
2013,10,Nebraska,88,3067,3155,93,2529,2622
2013,10,Nevada,4565,3848,8413,4946,4023,8969
2013,10,New Hampshire,4270,4385,8655,4303,3515,7818
2013,10,New Jersey,5574,4492,10066,6247,4185,10432
2013,10,New Mexico,5386,5545,10931,5657,5366,11024
2013,10,New York,8834,21488,30323,9425,16841,26266
2013,10,North Carolina,1053,17499,18552,1085,16018,17103
2013,10,North Dakota,1649,6098,7747,1734,3769,5503
2013,10,Ohio,26883,23817,50700,28377,22030,50406
2013,10,Oklahoma,11798,13838,25636,13533,13234,26767
2013,10,Oregon,10040,11370,21409,10950,10973,21923
2013,10,Pennsylvania,18,64620,64637,18,60444,60462
2013,10,Puerto Rico,1313,340,1653,1274,354,1628
2013,10,Rhode Island,1094,1066,2160,1110,976,2086
2013,10,South Carolina,7231,7965,15196,8954,7597,16551
2013,10,South Dakota,2197,6797,8994,2442,4236,6678
2013,10,Tennessee,18241,18474,36716,20125,17447,37573
2013,10,Texas,43018,51872,94889,48943,49830,98774
2013,10,United States,483955,656620,1140575,526964,579004,1105969
2013,10,Utah,2663,4420,7083,3286,4401,7687
2013,10,Vermont,1190,2048,3238,1284,1534,2818
2013,10,Virgin Islands,24,1,25,,,
2013,10,Virginia,19037,20304,39340,20208,18364,38572
2013,10,Washington,15539,14552,30090,16478,13424,29902
2013,10,West Virginia,6849,10870,17719,7584,8877,16461
2013,10,Wisconsin,13005,18872,31877,12780,13944,26724
2013,10,Wyoming,1694,2462,4156,2012,2493,4505
2013,11,Alabama,16999,25691,42690,16392,16884,33276
2013,11,Alaska,2919,4030,6950,3042,3653,6695
2013,11,Arizona,11619,11648,23267,11943,9541,21484
2013,11,Arkansas,5408,13927,19335,5487,8012,13499
2013,11,California,34279,48085,82365,34962,40187,75149
2013,11,Colorado,18486,19130,37616,17549,15346,32895
2013,11,Connecticut,5342,4158,9500,5438,3155,8593
2013,11,Delaware,1525,2046,3571,1528,1400,2928
2013,11,District of Columbia,33,7,40,36,,36
2013,11,Florida,43084,35325,78409,43199,27131,70330
2013,11,Georgia,12720,18603,31324,13021,12109,25130
2013,11,Guam,65,41,106,69,43,112
2013,11,Hawaii,0,0,0,,,
2013,11,Idaho,2943,6014,8956,2979,4946,7925
2013,11,Illinois,23407,21178,44585,21834,15392,37226
2013,11,Indiana,19598,23966,43563,19887,15619,35505
2013,11,Iowa,227,5782,6008,197,3319,3516
2013,11,Kansas,6492,11537,18029,5972,7364,13336
2013,11,Kentucky,9569,17729,27298,9642,11248,20890
2013,11,Louisiana,11552,22835,34387,11593,14453,26046
2013,11,Maine,2753,5707,8460,3014,4701,7715
2013,11,Mariana Islands,0,6,6,,,
2013,11,Maryland,8228,9144,17372,8746,5682,14428
2013,11,Massachusetts,5588,4120,9708,5689,3217,8906
2013,11,Michigan,9574,20306,29880,9057,12386,21443
2013,11,Minnesota,8561,16482,25044,9287,14047,23335
2013,11,Mississippi,6941,16388,23329,7118,8641,15759
2013,11,Missouri,18165,26883,45048,18140,17712,35852
2013,11,Montana,3001,6251,9252,3212,5758,8970
2013,11,Nebraska,112,4079,4191,93,2445,2538
2013,11,Nevada,4915,4692,9606,4997,3988,8984
2013,11,New Hampshire,4289,4324,8613,4241,3589,7829
2013,11,New Jersey,5334,5555,10889,6345,4160,10505
2013,11,New Mexico,5360,6577,11937,5565,5708,11273
2013,11,New York,8164,24681,32845,9155,16453,25607
2013,11,North Carolina,1190,24376,25566,1113,15695,16808
2013,11,North Dakota,1755,5010,6765,1814,4035,5848
2013,11,Ohio,30873,34314,65187,28662,21858,50520
2013,11,Oklahoma,14751,19772,34524,13215,13200,26415
2013,11,Oregon,11304,13814,25117,11097,11613,22710
2013,11,Pennsylvania,28,77471,77498,22,55363,55385
2013,11,Puerto Rico,1366,285,1651,1342,306,1648
2013,11,Rhode Island,1085,1128,2212,1056,978,2034
2013,11,South Carolina,8903,11839,20743,8474,7644,16118
2013,11,South Dakota,2484,6428,8912,2520,4651,7171
2013,11,Tennessee,22216,27716,49931,21326,17883,39209
2013,11,Texas,50326,66293,116619,47067,49149,96216
2013,11,United States,526158,826877,1353034,519184,583143,1102327
2013,11,Utah,3571,6751,10321,3139,4842,7981
2013,11,Vermont,1160,2157,3318,1447,1682,3128
2013,11,Virgin Islands,13,0,13,,,
2013,11,Virginia,21087,27304,48391,20162,18652,38814
2013,11,Washington,15463,16442,31904,15115,13271,28385
2013,11,West Virginia,7194,15143,22337,7729,9178,16907
2013,11,Wisconsin,12037,20541,32579,11723,14010,25734
2013,11,Wyoming,2101,3168,5269,2112,2620,4732
2013,12,Alabama,23223,34594,57817,15685,16369,32055
2013,12,Alaska,3565,4696,8261,2793,3492,6286
2013,12,Arizona,15066,14627,29692,11373,9257,20630
2013,12,Arkansas,7288,15176,22463,4994,7496,12490
2013,12,California,37796,77670,115466,31930,51796,83726
2013,12,Colorado,21157,23152,44309,16332,15120,31452
2013,12,Connecticut,5632,4627,10259,5106,3310,8416
2013,12,Delaware,1838,2116,3954,1414,1218,2632
2013,12,District of Columbia,35,3,38,33,,33
2013,12,Florida,51214,44739,95953,41166,26833,67999
2013,12,Georgia,18361,26010,44371,12570,11563,24132
2013,12,Guam,84,59,143,68,51,119
2013,12,Hawaii,0,0,0,,,
2013,12,Idaho,4265,7814,12079,2856,4633,7489
2013,12,Illinois,27204,22425,49629,21371,15107,36477
2013,12,Indiana,23041,24569,47609,17404,14959,32363
2013,12,Iowa,245,6245,6490,165,3267,3432
2013,12,Kansas,7906,12859,20765,5728,6927,12655
2013,12,Kentucky,13309,20219,33528,8776,10135,18911
2013,12,Louisiana,16190,28861,45050,11398,13631,25029
2013,12,Maine,3238,5130,8369,2758,3733,6492
2013,12,Mariana Islands,0,2,2,,,
2013,12,Maryland,11374,8867,20241,9879,5632,15511
2013,12,Massachusetts,5660,3544,9204,4910,2828,7739
2013,12,Michigan,11118,17999,29117,9060,12047,21107
2013,12,Minnesota,9379,14380,23759,7865,12169,20034
2013,12,Mississippi,9461,19344,28805,6296,8027,14323
2013,12,Missouri,22949,27562,50511,17154,17064,34218
2013,12,Montana,3861,7257,11118,2949,5129,8078
2013,12,Nebraska,178,4866,5045,114,2386,2500
2013,12,Nevada,6031,5729,11760,4625,3687,8312
2013,12,New Hampshire,4922,4387,9309,3990,3437,7427
2013,12,New Jersey,4765,5095,9860,5256,3630,8886
2013,12,New Mexico,6711,7861,14572,5270,5049,10319
2013,12,New York,8984,23034,32018,8274,16082,24356
2013,12,North Carolina,1531,31777,33308,1105,15635,16740
2013,12,North Dakota,2114,4831,6945,1818,3810,5628
2013,12,Ohio,36653,35417,72070,27245,21737,48982
2013,12,Oklahoma,17119,22713,39832,12103,12573,24676
2013,12,Oregon,13313,15869,29182,10343,10745,21089
2013,12,Pennsylvania,22,75098,75120,17,56010,56026
2013,12,Puerto Rico,1181,286,1467,1111,263,1374
2013,12,Rhode Island,1129,1192,2321,1034,943,1978
2013,12,South Carolina,11747,15253,27000,8340,7217,15557
2013,12,South Dakota,3241,6632,9872,2513,4577,7090
2013,12,Tennessee,27694,33892,61586,19325,17834,37159
2013,12,Texas,65370,89022,154392,45771,47614,93385
2013,12,United States,645329,952162,1597492,497750,571483,1069233
2013,12,Utah,5122,8933,14055,3062,4302,7364
2013,12,Vermont,1299,1837,3136,1154,1459,2612
2013,12,Virgin Islands,36,4,41,,,
2013,12,Virginia,25256,30135,55391,19862,17995,37857
2013,12,Washington,19417,18581,37998,14782,12665,27446
2013,12,West Virginia,10485,15362,25847,7202,8850,16052
2013,12,Wisconsin,13734,15980,29713,11585,13447,25032
2013,12,Wyoming,2817,3834,6651,1917,2482,4399
2014,01,Alabama,14249,14710,28960,15397,16620,32017
2014,01,Alaska,2336,2484,4820,2926,3640,6567
2014,01,Arizona,11295,8327,19622,11137,8856,19993
2014,01,Arkansas,5062,6422,11484,5123,7643,12766
2014,01,California,37217,30344,67561,36936,34159,71095
2014,01,Colorado,16348,13510,29858,16041,14584,30625
2014,01,Connecticut,5863,7362,13225,5327,7243,12569
2014,01,Delaware,1522,1102,2625,1397,1219,2616
2014,01,District of Columbia,54,4,58,47,,47
2014,01,Florida,42780,26278,69058,40938,25853,66792
2014,01,Georgia,11307,9821,21128,12022,11305,23326
2014,01,Guam,100,57,157,92,54,146
2014,01,Hawaii,0,0,0,,,
2014,01,Idaho,2650,3671,6321,2747,4525,7272
2014,01,Illinois,23043,13171,36214,22036,13838,35874
2014,01,Indiana,16917,12037,28954,15500,12902,28402
2014,01,Iowa,237,2655,2892,191,3193,3384
2014,01,Kansas,6114,6829,12943,5589,7016,12605
2014,01,Kentucky,8310,7806,16116,8607,9529,18136
2014,01,Louisiana,10794,11783,22578,11069,13774,24844
2014,01,Maine,2875,3029,5905,2991,4129,7121
2014,01,Mariana Islands,0,0,0,,,
2014,01,Maryland,14870,5352,20221,14174,5765,19938
2014,01,Massachusetts,6062,3150,9212,5699,3152,8851
2014,01,Michigan,8295,8324,16619,8428,11159,19587
2014,01,Minnesota,8604,8165,16770,8538,11442,19981
2014,01,Mississippi,6164,6823,12988,6599,8062,14661
2014,01,Missouri,18594,14913,33507,17375,16596,33971
2014,01,Montana,2747,3816,6563,3176,5148,8323
2014,01,Nebraska,106,2166,2272,108,2335,2444
2014,01,Nevada,4338,3324,7663,4395,3575,7970
2014,01,New Hampshire,4147,3116,7263,3957,3486,7443
2014,01,New Jersey,4907,3671,8578,5203,3846,9049
2014,01,New Mexico,4917,4569,9486,5246,5113,10359
2014,01,New York,9342,13311,22653,8565,15889,24454
2014,01,North Carolina,1047,13039,14087,1088,14729,15817
2014,01,North Dakota,1680,2978,4657,1688,3590,5278
2014,01,Ohio,25095,17442,42537,24973,19615,44588
2014,01,Oklahoma,13424,12211,25636,12906,13009,25915
2014,01,Oregon,11202,10200,21403,11107,11151,22258
2014,01,Pennsylvania,228,53205,53432,236,58332,58568
2014,01,Puerto Rico,1285,276,1561,1326,298,1625
2014,01,Rhode Island,1037,899,1936,978,887,1864
2014,01,South Carolina,8334,6080,14413,8141,6946,15087
2014,01,South Dakota,2666,3787,6454,2585,4301,6886
2014,01,Tennessee,19691,15892,35583,18755,17400,36155
2014,01,Texas,45312,42710,88022,46039,47460,93499
2014,01,United States,500779,491481,992260,507730,559076,1066806
2014,01,Utah,2957,3532,6489,2884,4346,7230
2014,01,Vermont,1118,1223,2341,1172,1528,2701
2014,01,Virgin Islands,20,2,22,,,
2014,01,Virginia,18435,15589,34024,19181,16806,35987
2014,01,Washington,15901,12167,28068,15416,13092,28508
2014,01,West Virginia,6696,6672,13367,7279,8364,15643
2014,01,Wisconsin,10738,9386,20124,11243,12578,23821
2014,01,Wyoming,1745,2088,3832,1908,2508,4416
2014,02,Alabama,22877,17079,39955,16256,16625,32881
2014,02,Alaska,3169,3120,6289,3092,3686,6777
2014,02,Arizona,15288,9947,25235,11671,8979,20650
2014,02,Arkansas,8771,8841,17612,5512,8206,13718
2014,02,California,42953,32701,75654,39039,33359,72397
2014,02,Colorado,20097,15501,35598,16720,15238,31957
2014,02,Connecticut,5771,12486,18257,5326,12391,17717
2014,02,Delaware,1924,1222,3146,1517,1210,2727
2014,02,District of Columbia,29,3,32,27,,27
2014,02,Florida,53691,29900,83591,43035,26580,69616
2014,02,Georgia,20033,13035,33068,12496,11908,24403
2014,02,Guam,98,52,150,97,54,151
2014,02,Hawaii,0,0,0,,,
2014,02,Idaho,3896,5073,8969,2950,4822,7773
2014,02,Illinois,26882,15883,42765,22864,14824,37688
2014,02,Indiana,26116,16432,42548,18741,15431,34172
2014,02,Iowa,234,3241,3475,169,3240,3408
2014,02,Kansas,8492,7719,16211,5973,7125,13098
2014,02,Kentucky,15663,12740,28403,9656,10816,20472
2014,02,Louisiana,15230,12295,27524,12331,14399,26730
2014,02,Maine,3738,3585,7323,3192,4341,7533
2014,02,Mariana Islands,0,1,1,,,
2014,02,Maryland,11185,6004,17189,9721,6007,15728
2014,02,Massachusetts,6195,3124,9319,5860,3425,9284
2014,02,Michigan,13341,11249,24589,10211,11379,21589
2014,02,Minnesota,10119,10304,20423,8493,11840,20333
2014,02,Mississippi,10713,7929,18642,6923,8225,15149
2014,02,Missouri,25288,19362,44650,19092,17897,36990
2014,02,Montana,3449,4774,8222,3031,5148,8179
2014,02,Nebraska,129,2346,2475,114,2462,2576
2014,02,Nevada,5953,3968,9921,4711,3687,8397
2014,02,New Hampshire,4701,3392,8094,4256,3529,7785
2014,02,New Jersey,4760,3619,8379,4644,3764,8408
2014,02,New Mexico,6959,5881,12839,5424,5145,10569
2014,02,New York,9572,15139,24712,8488,16178,24665
2014,02,North Carolina,1728,17053,18781,1230,15311,16541
2014,02,North Dakota,2215,3210,5425,1826,3671,5498
2014,02,Ohio,38028,23583,61611,28713,22572,51284
2014,02,Oklahoma,17965,13717,31682,13741,12869,26610
2014,02,Oregon,13567,11908,25475,11073,10887,21961
2014,02,Pennsylvania,52262,11254,63516,47792,10789,58581
2014,02,Puerto Rico,1290,237,1527,1373,257,1630
2014,02,Rhode Island,1251,945,2196,1079,893,1971
2014,02,South Carolina,13158,7325,20483,8283,6907,15189
2014,02,South Dakota,3548,4653,8200,2596,4693,7289
2014,02,Tennessee,29582,21080,50663,21114,19177,40291
2014,02,Texas,64930,49676,114606,48333,49044,97378
2014,02,United States,726202,546393,1272596,566834,545942,1112776
2014,02,Utah,4155,4586,8741,3201,4491,7692
2014,02,Vermont,1895,1538,3433,1322,1473,2794
2014,02,Virgin Islands,19,3,22,,,
2014,02,Virginia,26673,18363,45036,20369,17593,37962
2014,02,Washington,18193,14042,32234,15017,12693,27709
2014,02,West Virginia,10560,9679,20239,7308,8784,16093
2014,02,Wisconsin,15320,12999,28318,12068,13067,25135
2014,02,Wyoming,2550,2598,5148,2089,2558,4647
2014,03,Alabama,19856,15293,35149,16110,16412,32522
2014,03,Alaska,3374,3862,7236,3145,3775,6920
2014,03,Arizona,14644,9731,24375,12103,8890,20994
2014,03,Arkansas,7123,6980,14102,5503,7704,13207
2014,03,California,49598,37787,87385,42372,34510,76883
2014,03,Colorado,21409,16101,37510,17835,15198,33033
2014,03,Connecticut,7219,13541,20760,5431,12839,18270
2014,03,Delaware,2089,1440,3529,1654,1330,2983
2014,03,District of Columbia,50,3,53,40,,40
2014,03,Florida,48782,27200,75981,42992,26331,69323
2014,03,Georgia,17164,11699,28863,13471,12135,25607
2014,03,Guam,120,89,209,118,87,205
2014,03,Hawaii,0,0,0,,,
2014,03,Idaho,3683,4981,8664,2979,4752,7731
2014,03,Illinois,30428,17828,48256,23723,15098,38820
2014,03,Indiana,26102,17320,43421,19427,15653,35080
2014,03,Iowa,267,3945,4212,198,3403,3600
2014,03,Kansas,7270,7158,14428,5830,7009,12839
2014,03,Kentucky,12153,10425,22578,9367,10314,19681
2014,03,Louisiana,13993,11641,25634,12218,14297,26516
2014,03,Maine,3985,3995,7980,2972,3966,6938
2014,03,Mariana Islands,0,0,0,,,
2014,03,Maryland,9027,6293,15320,7264,6099,13363
2014,03,Massachusetts,7698,4192,11890,5771,3313,9084
2014,03,Michigan,14730,12970,27700,10828,11694,22522
2014,03,Minnesota,12114,14172,26287,8897,12633,21529
2014,03,Mississippi,8682,7044,15727,7056,8548,15604
2014,03,Missouri,23808,18401,42209,19204,17153,36357
2014,03,Montana,3911,5424,9335,3157,5168,8325
2014,03,Nebraska,138,2291,2429,111,2408,2518
2014,03,Nevada,5536,4181,9717,4528,3678,8206
2014,03,New Hampshire,5567,4066,9633,4383,3615,7998
