"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3084514,"November 30, 2024",Minnesota,Rochester,"4100 block of Manor Woods Dr NW",1,0,0,0,0,N/A
3084502,"November 29, 2024",Minnesota,"Saint Paul","1359 University Ave W",1,0,0,0,0,N/A
3084015,"November 29, 2024",Minnesota,"Saint Paul","444 Maryland Ave W",0,1,0,0,0,N/A
3083356,"November 28, 2024",Minnesota,Breckenridge,"224 3rd St N",0,0,0,1,0,N/A
3083831,"November 28, 2024",Minnesota,Minneapolis,"700 block of Emerson Ave N",1,0,0,0,0,N/A
3080761,"November 25, 2024",Minnesota,Moorhead,"2800 27th Ave S",0,0,0,0,1,N/A
3080525,"November 25, 2024",Minnesota,Minneapolis,"1818 Lowry Ave N",1,0,0,0,0,N/A
3080028,"November 24, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
3080751,"November 24, 2024",Minnesota,Rochester,"5100 block of 51st St SW",0,1,0,0,0,N/A
3080228,"November 24, 2024",Minnesota,"Saint Paul","900 block of Jessamine Ave E",0,1,0,0,0,N/A
3079966,"November 23, 2024",Minnesota,Minneapolis,"15th Ave S and E Lake St",0,1,0,0,0,N/A
3079069,"November 23, 2024",Minnesota,Minneapolis,"2400 block of 17th Ave S",1,0,0,0,0,N/A
3079074,"November 23, 2024",Minnesota,Minneapolis,"Lowry Ave N and Fremont Ave N",0,1,0,0,0,N/A
3078520,"November 22, 2024",Minnesota,"Saint Paul","600 block of Aurora Ave",1,0,0,0,3,N/A
3078538,"November 22, 2024",Minnesota,"Minneapolis (New Hope)","8230 47th Ave N",0,0,0,0,1,N/A
3077627,"November 21, 2024",Minnesota,Minneapolis,"13th Ave SE and 7th St SE",0,1,0,0,0,N/A
3078581,"November 21, 2024",Minnesota,Rochester,"1st Ave SE and 10th St SE",1,0,0,0,0,N/A
3076776,"November 19, 2024",Minnesota,"Saint Paul","900 block of Westminster St",0,1,0,0,0,N/A
3076067,"November 19, 2024",Minnesota,"Minneapolis (Brooklyn Park)","6232 65th Ave N",0,1,0,0,1,N/A
3076129,"November 19, 2024",Minnesota,Minneapolis,"2500 block of Ogema Pl",1,0,0,0,0,N/A
3074818,"November 18, 2024",Minnesota,Minneapolis,"2000 block of Cedar Ave",0,1,0,0,0,N/A
3074291,"November 17, 2024",Minnesota,"Red Wing","West Ave and Putnam Ave",1,0,0,0,1,N/A
3073962,"November 17, 2024",Minnesota,Minneapolis,"118 N 4th St",0,3,0,0,0,N/A
3073623,"November 16, 2024",Minnesota,"Saint Paul","1900 block of Wilson Ave",0,1,0,0,0,N/A
3072989,"November 15, 2024",Minnesota,Minneapolis,"N 35th Ave and N Penn Ave",0,1,0,0,0,N/A
3073630,"November 15, 2024",Minnesota,"Pine City","57000 block of Barn Springs Rd",1,0,0,0,1,N/A
3071316,"November 13, 2024",Minnesota,Minneapolis,"2500 block of 16th Ave S",0,1,0,0,0,N/A
3070339,"November 12, 2024",Minnesota,Minneapolis,"2000 block of 5th Ave S",0,1,0,0,0,N/A
3070149,"November 12, 2024",Minnesota,Minneapolis,"W Lake St and Aldrich Ave S",0,1,0,0,0,N/A
3068824,"November 10, 2024",Minnesota,"Saint Paul (Vadnais Heights)","Arcade St S and W Berwood Ave",0,1,0,0,0,N/A
3069389,"November 10, 2024",Minnesota,"Minneapolis (Columbia Heights)","1150 42nd Ave NE",0,2,0,0,0,N/A
3068831,"November 9, 2024",Minnesota,Perley,N/A,0,1,0,0,0,N/A
3068544,"November 9, 2024",Minnesota,"Saint Paul","Bay St and Watson Ave",0,0,1,0,0,N/A
3067740,"November 9, 2024",Minnesota,Glyndon,"4600 block of 90th Ave N",1,0,0,0,0,N/A
3070290,"November 8, 2024",Minnesota,"Saint Joseph","1300 Jade Rd",0,0,0,0,1,N/A
3066877,"November 8, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
3067727,"November 8, 2024",Minnesota,Minneapolis,"2200 block of Cedar Ave S",0,2,0,0,0,N/A
3066278,"November 7, 2024",Minnesota,Duluth,"6009 Tacony St",4,0,1,0,0,N/A
3065784,"November 6, 2024",Minnesota,Minneapolis,"1200 block of N 12th Ave",0,1,0,0,0,N/A
3065762,"November 6, 2024",Minnesota,"Saint Paul","N Frank St and Ross Ave",0,2,0,0,0,N/A
3065672,"November 6, 2024",Minnesota,Minneapolis,"2700 block of N Penn Ave",0,1,0,0,0,N/A
3065364,"November 6, 2024",Minnesota,Minneapolis,"N 33rd Ave and N Penn Ave",0,1,0,0,0,N/A
3064720,"November 5, 2024",Minnesota,"Saint Paul","University Ave W and Rice St",1,0,0,0,2,N/A
3064643,"November 5, 2024",Minnesota,Minneapolis,"2700 block of Lyndale Ave S",0,1,0,0,0,N/A
3064637,"November 5, 2024",Minnesota,Minneapolis,"2401 Ferrant Pl",1,0,0,0,1,N/A
3064655,"November 4, 2024",Minnesota,"Saint Paul","500 block of Front Ave",1,0,0,0,1,N/A
3063530,"November 3, 2024",Minnesota,Minneapolis,"315 N 1st Ave",0,1,0,0,0,N/A
3063215,"November 2, 2024",Minnesota,Minneapolis,"3600 block of Fremont Ave N",0,1,0,0,0,N/A
3066339,"November 2, 2024",Minnesota,"Anoka (Oak Grove)","Dakota St NW",0,1,0,0,1,N/A
3062029,"November 1, 2024",Minnesota,Minneapolis,"36th Ave N and N Penn Ave",0,1,0,0,0,N/A
3061803,"November 1, 2024",Minnesota,Brainerd,"15000 block of Loerch Rd NE",1,0,0,0,1,N/A
3061871,"November 1, 2024",Minnesota,Minneapolis,"1235 4th St SE",0,3,0,0,0,N/A
3061177,"October 31, 2024",Minnesota,Minneapolis,"3000 Grand Ave S",0,1,0,0,0,N/A
3060483,"October 30, 2024",Minnesota,"Saint Paul","Hazelwood St and Reaney Ave E",0,1,0,0,0,N/A
3060480,"October 30, 2024",Minnesota,"Saint Paul","899 Rice St",1,0,0,0,1,N/A
3059185,"October 29, 2024",Minnesota,Minneapolis,"3200 block of N Lyndale Ave",0,1,0,0,0,N/A
3058247,"October 28, 2024",Minnesota,Minneapolis,"3500 block of Columbus Ave",0,1,0,1,1,N/A
3057546,"October 27, 2024",Minnesota,"North Branch","39200 block of Keystone Ave",0,1,0,0,0,N/A
3058521,"October 27, 2024",Minnesota,Willmar,"E 15th Ave NW and 1st St N",0,1,0,0,2,N/A
3189029,"October 27, 2024",Minnesota,Rochester,N/A,0,1,0,0,1,N/A
3057363,"October 27, 2024",Minnesota,Minneapolis,"4400 block of Snelling Ave",3,0,0,1,1,N/A
3056596,"October 26, 2024",Minnesota,Minneapolis,"E 21st St and S 15th Ave",1,2,0,0,0,N/A
3055570,"October 24, 2024",Minnesota,Minneapolis,"E 27th St and Park Ave",0,1,0,0,0,N/A
3058334,"October 24, 2024",Minnesota,"Minneapolis (New Hope)","7300 block of Bass Lake Rd",1,0,0,0,1,N/A
3054758,"October 23, 2024",Minnesota,"Saint Paul","1045 Hudson Rd",0,1,0,0,0,N/A
3054521,"October 23, 2024",Minnesota,Minneapolis,"3531 Grand Ave S",0,1,0,0,0,N/A
3053592,"October 22, 2024",Minnesota,"Lake Lillian","MN-7 and 150th St SE",1,1,0,0,1,N/A
3052659,"October 21, 2024",Minnesota,Minneapolis,"2318 Jefferson St NE",1,0,0,0,0,N/A
3052963,"October 21, 2024",Minnesota,Minneapolis,"2200 block of E Lake St",0,1,0,0,0,N/A
3051915,"October 20, 2024",Minnesota,Minneapolis,"3601 N Penn Ave",0,1,0,0,0,N/A
3051919,"October 20, 2024",Minnesota,Minneapolis,"700 NE Lowry Ave",0,2,0,0,0,N/A
3051385,"October 19, 2024",Minnesota,Minneapolis,"2100 block of E Hennepin Ave",0,1,0,0,1,N/A
3051355,"October 19, 2024",Minnesota,Minneapolis,"1709 25th Ave N",1,0,0,0,0,N/A
3051587,"October 19, 2024",Minnesota,"Saint Paul","139 Sycamore St E",1,1,0,0,0,N/A
3059983,"October 19, 2024",Minnesota,"Saint Cloud","Rivercrest Dr",0,1,0,0,1,N/A
3049854,"October 17, 2024",Minnesota,Winona,"300 block of W 10th St",0,1,0,0,1,N/A
3047526,"October 14, 2024",Minnesota,"Saint Paul","E Wheelock Pkwy and Jackson St",1,0,0,0,1,N/A
3047502,"October 14, 2024",Minnesota,Minneapolis,"15 E Grant St",0,1,0,0,0,N/A
3047128,"October 14, 2024",Minnesota,Minneapolis,"Hennepin Ave and W Franklin Ave",0,1,0,0,0,N/A
3046709,"October 13, 2024",Minnesota,"Saint Paul","1715 7th St W",0,1,0,0,1,N/A
3046773,"October 13, 2024",Minnesota,Foley,"9900 block of 95th Ave NE",0,2,0,0,1,N/A
3045808,"October 12, 2024",Minnesota,"Minneapolis (Brooklyn Park)","7900 block of Lee Ave N",1,0,0,0,1,N/A
3046679,"October 12, 2024",Minnesota,"Saint Paul","N Woodbridge St and W Wheelock Pkwy",1,0,0,0,1,N/A
3045810,"October 12, 2024",Minnesota,Minneapolis,"29th St W and Pilsbury Ave",0,1,0,0,0,N/A
3044822,"October 10, 2024",Minnesota,Minneapolis,"4200 block of N Penn Ave",1,0,0,0,0,N/A
3043909,"October 9, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
3042383,"October 7, 2024",Minnesota,Calumet,"1020 Gary St",0,2,0,0,1,N/A
3042311,"October 7, 2024",Minnesota,"Saint Paul","390 Maryland Ave E",0,1,0,0,0,N/A
3043038,"October 7, 2024",Minnesota,"Saint Paul","Rice St and Geranium Ave W",0,1,0,0,0,N/A
3041676,"October 6, 2024",Minnesota,Rosemount,"16200 block of Florida Way",0,2,0,0,0,N/A
3041154,"October 5, 2024",Minnesota,"Minneapolis (Robbinsdale)",N/A,0,1,0,0,0,N/A
3042754,"October 5, 2024",Minnesota,Hopkins,"900 block of 6th St S",0,1,0,0,0,N/A
3040553,"October 4, 2024",Minnesota,"Saint Paul","900 block of Dale St N",0,1,0,0,0,N/A
3040434,"October 4, 2024",Minnesota,"Saint Paul","500 block of Hatch Ave W",0,1,0,0,0,N/A
3041161,"October 4, 2024",Minnesota,Minneapolis,"3300 Central Ave NE",1,0,0,0,0,N/A
3041134,"October 4, 2024",Minnesota,Minneapolis,"2900 block of Park Ave",0,1,0,0,0,N/A
3039642,"October 2, 2024",Minnesota,"Saint Cloud","1700 block of Casselberry Rd",0,0,1,0,0,N/A
3038335,"October 1, 2024",Minnesota,"Saint Paul","4th St E and Commercial St",0,1,0,0,0,N/A
3037325,"September 30, 2024",Minnesota,Minneapolis,"1615 S 4th St",0,1,0,0,0,N/A
3037323,"September 30, 2024",Minnesota,Minneapolis,"200 block of Emerson Ave N",0,1,0,0,0,N/A
3039077,"September 30, 2024",Minnesota,"Saint Paul","1428 7th St E",0,1,0,0,1,N/A
3036456,"September 29, 2024",Minnesota,"Saint Paul (Eagan)","1325 Town Centre Dr",0,1,0,0,0,N/A
3036300,"September 27, 2024",Minnesota,"Saint Paul","400 block of Smith Ave",1,0,0,0,0,N/A
3036290,"September 27, 2024",Minnesota,Minneapolis,"2200 block of N 6th St",0,1,0,0,0,N/A
3036286,"September 27, 2024",Minnesota,Minneapolis,"5100 block of Fremont Ave N",0,2,0,0,0,N/A
3111157,"September 27, 2024",Minnesota,"Minneapolis (Coon Rapids)","113th Ave NW and Robinson Dr",0,1,0,0,1,N/A
3034861,"September 26, 2024",Minnesota,Minneapolis,"3200 block of 29th Ave S",0,1,0,0,0,N/A
3035612,"September 25, 2024",Minnesota,"Minneapolis (Brooklyn Park)","7300 Brooklyn Blvd",0,0,0,0,1,N/A
3034790,"September 25, 2024",Minnesota,"Saint Paul","255 E Kellogg Blvd",1,0,1,0,0,N/A
3033767,"September 25, 2024",Minnesota,Minneapolis,"12th Ave S and E Lake St",0,1,0,0,1,N/A
3033255,"September 24, 2024",Minnesota,Minneapolis,"2000 block of Russell Ave N",0,1,0,0,0,N/A
3067732,"September 24, 2024",Minnesota,Becker,"16924 67th St SE",1,0,1,0,0,N/A
3032021,"September 22, 2024",Minnesota,Minneapolis,"4801 S Minnehaha Dr",0,1,0,0,0,N/A
3031359,"September 21, 2024",Minnesota,"Saint Paul","800 block of Rice St",0,1,0,0,0,N/A
3030433,"September 21, 2024",Minnesota,"Minneapolis (Brooklyn Park)","8400 block of Adair Ave N",1,0,0,0,1,N/A
3029992,"September 21, 2024",Minnesota,Minneapolis,"10 S 5th St",2,3,0,0,1,N/A
3030000,"September 21, 2024",Minnesota,Minneapolis,"5415 Nicollet Ave",0,2,0,0,0,N/A
3029998,"September 21, 2024",Minnesota,Minneapolis,"3000 block of Lyndale Ave S",0,1,0,0,0,N/A
3032973,"September 18, 2024",Minnesota,"Minneapolis (New Hope)","6000 block of Quebec Ave N",1,0,0,0,1,N/A
3027705,"September 18, 2024",Minnesota,"South Saint Paul","2200 block of Southview Blvd",0,1,0,0,0,N/A
3027735,"September 18, 2024",Minnesota,Minneapolis,"17th Ave S and E 26th St",2,2,0,0,1,N/A
3027743,"September 17, 2024",Minnesota,"Saint Paul","1495 Rice St",0,1,0,0,1,N/A
3102428,"September 17, 2024",Minnesota,Minneapolis,"N 26th Ave and N Sheridan Ave",1,0,0,0,1,N/A
3026437,"September 17, 2024",Minnesota,"Saint Paul","1222 University Ave W",1,0,0,0,1,N/A
3025911,"September 16, 2024",Minnesota,"Saint Paul","2500 block of University Ave W",0,1,0,0,0,N/A
3025903,"September 16, 2024",Minnesota,Minneapolis,"N 5th St and Hennepin Ave",0,1,0,0,1,N/A
3025587,"September 16, 2024",Minnesota,Minneapolis,"3000 block of N Penn Ave",0,1,0,0,0,N/A
3024849,"September 15, 2024",Minnesota,Boyd,N/A,0,0,0,1,0,N/A
3025779,"September 15, 2024",Minnesota,"Saint Cloud","700 block of 6th Ave S",0,1,0,0,0,N/A
3025590,"September 15, 2024",Minnesota,Minneapolis,"15th Ave S  and E Lake St",0,2,0,0,0,N/A
3035600,"September 13, 2024",Minnesota,Minneapolis,"640 E Lake St",0,2,0,0,3,N/A
3023101,"September 13, 2024",Minnesota,Minneapolis,"202 101st Ave NW",0,1,0,0,0,N/A
3021572,"September 11, 2024",Minnesota,Minneapolis,"3200 block of Blaisdell Ave",0,1,0,0,1,N/A
3022400,"September 11, 2024",Minnesota,Minneapolis,"N Girard Ave and N 16th Ave",0,1,0,0,0,N/A
3021399,"September 11, 2024",Minnesota,Minneapolis,"2400 block of 15th Ave S",0,1,0,0,0,N/A
3020204,"September 10, 2024",Minnesota,"Saint Paul","1375 Maryland Ave E",1,0,0,0,1,N/A
3020424,"September 10, 2024",Minnesota,"Saint Paul","400 block of Maryland Ave E",0,2,0,0,0,N/A
3020390,"September 10, 2024",Minnesota,Minneapolis,"2500 block of Bloomington Ave",0,1,0,0,0,N/A
3021461,"September 9, 2024",Minnesota,"Saint Cloud","3316 3rd St N",0,1,0,0,0,N/A
3019155,"September 9, 2024",Minnesota,Minneapolis,"E 25th St and 17th Ave S",0,1,0,0,0,N/A
3019125,"September 9, 2024",Minnesota,Minneapolis,"S 4th St and Chicago Ave",0,1,0,0,0,N/A
3017754,"September 7, 2024",Minnesota,Minneapolis,"4052 Minnehaha Ave",0,0,0,1,1,N/A
3017768,"September 6, 2024",Minnesota,Winona,"I-90 and MN-43",0,0,1,0,0,N/A
3017083,"September 6, 2024",Minnesota,Minneapolis,"4700 block of S 28th Ave",0,1,0,0,0,N/A
3017088,"September 5, 2024",Minnesota,Minneapolis,"1100 block of E Lake St",0,1,0,0,0,N/A
3016501,"September 4, 2024",Minnesota,Minneapolis,"Portland Ave and E 15th St",1,0,0,0,0,N/A
3015795,"September 4, 2024",Minnesota,Minneapolis,"W Franklin Ave and Nicollet Ave",0,2,0,0,0,N/A
3014277,"September 3, 2024",Minnesota,Minneapolis,"16 E 19th St",1,0,0,0,1,N/A
3012882,"September 2, 2024",Minnesota,Minneapolis,"13th Ave S and E Lake St",1,0,0,0,0,N/A
3014164,"September 2, 2024",Minnesota,Minneapolis,"3200 block of 2nd Ave S",0,1,0,0,0,N/A
3013875,"September 2, 2024",Minnesota,"Saint Paul","1085 Snelling Ave N",0,3,0,0,2,N/A
3016452,"September 1, 2024",Minnesota,Outing,"Woods Bay Dr NE",0,1,0,0,1,N/A
3012119,"September 1, 2024",Minnesota,Minneapolis,"400 block of N Oliver Ave",0,1,0,0,0,N/A
3012112,"August 31, 2024",Minnesota,Minneapolis,"2900 block of Grand Ave S",1,1,0,0,0,N/A
3011430,"August 31, 2024",Minnesota,Minneapolis,"700 block of E 16th St",0,1,0,0,0,N/A
3011428,"August 31, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
3010531,"August 30, 2024",Minnesota,Burnsville,"12100 River Hills Dr",0,5,0,0,0,N/A
3011138,"August 30, 2024",Minnesota,Minneapolis,"Lake St and Park Ave",1,2,0,0,0,N/A
3009830,"August 28, 2024",Minnesota,Minneapolis,"1530 E Franklin Ave",0,2,0,0,0,N/A
3007036,"August 27, 2024",Minnesota,Minneapolis,"50 S 5th St",0,1,0,0,1,N/A
3007412,"August 27, 2024",Minnesota,"Saint Paul","1000 block of Westminster St",0,1,0,0,0,N/A
3008334,"August 25, 2024",Minnesota,Farmington,"210th St E and Clayton Ave",1,0,1,0,0,N/A
3004588,"August 24, 2024",Minnesota,Duluth,"119 E 3rd St",0,1,0,1,1,N/A
3004600,"August 24, 2024",Minnesota,Minneapolis,"3400 block of N Logan Ave",1,0,0,0,0,N/A
3002961,"August 22, 2024",Minnesota,Fosston,"35097 420th Ave SE",0,1,0,0,0,N/A
3003037,"August 22, 2024",Minnesota,Minneapolis,"414 E Diamond Lake Rd",0,2,0,0,0,N/A
3002058,"August 21, 2024",Minnesota,Hibbing,"520 E 13th St",0,1,0,0,1,N/A
3000739,"August 20, 2024",Minnesota,Minneapolis,"221 W Lake St",0,1,0,0,0,N/A
2999953,"August 19, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
2999963,"August 19, 2024",Minnesota,Minneapolis,"1729 N Lyndale Ave",0,1,0,0,1,N/A
2999677,"August 19, 2024",Minnesota,Minneapolis,"E 33rd St and 3rd Ave S",1,0,0,0,1,N/A
2998510,"August 18, 2024",Minnesota,Minneapolis,"1200 block of W Broadway Ave",0,4,0,0,0,N/A
2998534,"August 18, 2024",Minnesota,"Saint Paul","110 block of Arlington Ave",0,1,0,0,0,N/A
2997327,"August 16, 2024",Minnesota,Minneapolis,"2929 Hennepin Ave S",0,1,0,0,0,N/A
2997363,"August 15, 2024",Minnesota,"Saint Paul","University Ave W and Snelling Ave",0,1,0,0,0,N/A
2996865,"August 15, 2024",Minnesota,"Saint Paul","Beech St and N Mendota St",0,1,0,0,0,N/A
2996250,"August 15, 2024",Minnesota,Minneapolis,"E Lake St and 12th Ave S",1,0,0,0,1,N/A
2996857,"August 15, 2024",Minnesota,"Saint Paul (Maplewood)","2600 block of Elm St",1,0,0,0,0,N/A
2994308,"August 13, 2024",Minnesota,"Minneapolis (Blaine)","200 block of Territorial Rd NE",1,0,1,0,0,N/A
2994418,"August 13, 2024",Minnesota,Minneapolis,"NE 15th Ave and Monroe St NE",0,1,0,0,1,N/A
2995108,"August 13, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
2993307,"August 11, 2024",Minnesota,"Saint Paul","80 block of Cook Ave W",0,1,0,0,1,N/A
2991870,"August 10, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
2991673,"August 10, 2024",Minnesota,Frazee,"30397 US-10",1,0,0,0,1,N/A
2991092,"August 9, 2024",Minnesota,Minneapolis,"2600 W Broadway",0,1,0,0,0,N/A
2989673,"August 7, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
2988613,"August 6, 2024",Minnesota,Minneapolis,"3400 block of Fremont Ave N",0,1,0,0,0,N/A
2986890,"August 4, 2024",Minnesota,Minneapolis,"N 5th St and Hennepin Ave",0,1,0,0,2,N/A
2986929,"August 4, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
2986097,"August 3, 2024",Minnesota,Minneapolis,"W 27th St and Blaisdell Ave",0,1,0,0,0,N/A
2985939,"August 3, 2024",Minnesota,Minneapolis,"200 block of Washington Ave N",0,3,0,0,0,N/A
2985509,"August 2, 2024",Minnesota,Minneapolis,"5700 block of 33rd Ave S",0,1,0,0,0,N/A
2985525,"August 2, 2024",Minnesota,Akeley,"MN-34 and 285th Ave",0,1,0,0,1,N/A
2985944,"August 2, 2024",Minnesota,Minneapolis,"2600 block of Newton Ave N",0,2,0,0,0,N/A
2983708,"July 31, 2024",Minnesota,"Minneapolis (Brooklyn Center)",N/A,0,1,0,0,0,N/A
2983969,"July 31, 2024",Minnesota,"Saint Paul","Charles Ave and Galtier St",1,0,0,0,0,N/A
2983718,"July 31, 2024",Minnesota,Minneapolis,"2600 block of 3rd Ave S",0,1,0,0,0,N/A
2983105,"July 30, 2024",Minnesota,"Saint Paul","800 block of 4th St E",0,1,0,0,0,N/A
2983087,"July 30, 2024",Minnesota,Minneapolis,"2606 N Penn Ave",0,1,0,0,0,N/A
2981459,"July 29, 2024",Minnesota,"Minneapolis (Brooklyn Park)","5700 block of 84th 1/2 Ave N",0,1,0,0,0,N/A
2981174,"July 28, 2024",Minnesota,Minneapolis,"N 16th Ave and N Penn Ave",0,1,0,0,0,N/A
2980910,"July 28, 2024",Minnesota,Minneapolis,"3200 block of N Penn Ave",1,0,0,0,0,N/A
2980969,"July 27, 2024",Minnesota,Minneapolis,"2600 block of Cedar Ave S",0,1,0,0,0,N/A
2981817,"July 27, 2024",Minnesota,Minneapolis,N/A,0,1,0,0,0,N/A
2980346,"July 27, 2024",Minnesota,Minneapolis,"2000 block of 3rd Ave S",1,0,0,0,0,N/A
2980326,"July 27, 2024",Minnesota,"Saint Paul","University Ave W and Snelling Ave N",0,1,0,0,0,N/A
2979770,"July 26, 2024",Minnesota,Minneapolis,"3400 block of N Penn Ave",0,1,0,0,0,N/A
2979763,"July 26, 2024",Minnesota,Minneapolis,"1900 block of N Oliver Ave",0,1,0,0,0,N/A
2979612,"July 26, 2024",Minnesota,Minneapolis,"214 Oak Grove St",0,1,0,0,1,N/A
2980131,"July 26, 2024",Minnesota,Minneapolis,"Camden Ave N and 48th Ave N",0,1,0,0,0,N/A
2979777,"July 26, 2024",Minnesota,"Minneapolis (Brooklyn Park)","4600 95th Ave N",0,1,0,0,0,N/A
2981856,"July 25, 2024",Minnesota,Minneapolis,"3200 block of Penn Ave N",0,1,0,0,0,N/A
2979822,"July 25, 2024",Minnesota,Minneapolis,"1504 E 25th St",0,1,0,0,0,N/A
2978793,"July 25, 2024",Minnesota,Minneapolis,"Clinton Ave and E 31st St",1,0,0,0,0,N/A
2977214,"July 24, 2024",Minnesota,Moorhead,"900 block of 18th St S",1,0,0,0,1,N/A
2977439,"July 24, 2024",Minnesota,Minneapolis,"W 29th St and Dupont Ave S",0,1,0,0,0,N/A
2976610,"July 23, 2024",Minnesota,Minneapolis,"904 W Broadway",0,1,0,0,0,N/A
2978787,"July 23, 2024",Minnesota,"Mankato (North Mankato)","1620 Village Ct",1,0,0,0,1,N/A
2972710,"July 19, 2024",Minnesota,Minneapolis,"N 21st Ave and N Upton Ave",1,0,0,0,0,N/A
2973179,"July 19, 2024",Minnesota,Minneapolis,"1300 W Lake St",0,1,0,0,2,N/A
2975570,"July 18, 2024",Minnesota,Minnetonka,"12200 block of Minnetonka Blvd",1,0,1,0,0,N/A
2971828,"July 17, 2024",Minnesota,Minneapolis,"600 block of Nicollet Mall",0,2,0,0,0,N/A
2971844,"July 17, 2024",Minnesota,Minneapolis,"Nicollet Mall and S 7th St",0,1,0,0,0,N/A
2970074,"July 16, 2024",Minnesota,Minneapolis,"2800 block of Delaware St SE",0,1,0,0,0,N/A
2969835,"July 15, 2024",Minnesota,Minneapolis,"16th Ave S and E Franklin Ave",1,5,0,0,0,N/A
2968372,"July 14, 2024",Minnesota,Minneapolis,"2513 Central Ave NE",1,2,0,0,2,N/A
